"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Calum Ritchie",2005-01-21,"C","Oshawa Generals",21,6,16,22,1.05,73
"Dylan Roobroeck",2004-07-27,"C","Oshawa Generals",21,8,13,21,1,81
"Max McCue",2003-02-10,"RW","London Knights",18,2,19,21,1.17,95
"Dalyn Wakely",2004-03-05,"C","North Bay Battalion",16,11,7,18,1.12,78
"Sandis Vilmanis",2004-01-23,"RW","North Bay Battalion",16,8,9,17,1.06,63
"Beckett Sennecke",2006-01-28,"RW","Oshawa Generals",16,8,8,16,1,73
"Easton Cowan",2005-05-20,"RW","London Knights",18,7,9,16,0.89,47
"Connor Lockhart",2003-01-21,"RW","Oshawa Generals",21,7,7,14,0.67,78
"Denver Barkey",2005-04-27,"LW","London Knights",18,5,8,13,0.72,48
"Justin Ertel",2003-05-27,"LW","North Bay Battalion",16,6,7,13,0.81,68
"Owen Van Steensel",2004-08-04,"LW","North Bay Battalion",16,2,11,13,0.81,65
"Ruslan Gazizov",2004-01-21,"RW","London Knights",15,7,6,13,0.87,93
"Isaiah George",2004-02-15,"D","London Knights",18,4,8,12,0.67,100
"Kasper Halttunen",2005-06-07,"RW","London Knights",18,9,3,12,0.67,46
"Rodwin Dionicio",2004-03-30,"D","Saginaw Spirit",17,4,8,12,0.71,71
"Sam O'Reilly",2006-03-30,"C","London Knights",16,5,7,12,0.75,100
"Sam Dickinson",2006-06-07,"D","London Knights",18,4,7,11,0.61,85
"Ben Danford",2006-02-06,"D","Oshawa Generals",21,4,6,10,0.48,100
"Jackson Edward",2004-02-27,"D","London Knights",15,2,8,10,0.67,91
"Jordan D'Intino",2003-03-01,"LW","Soo Greyhounds",11,6,4,10,0.91,91
"Rasmus Kumpulainen",2005-08-08,"C","Oshawa Generals",21,3,7,10,0.48,91
"Ty Nelson",2004-03-30,"D","North Bay Battalion",16,3,7,10,0.62,71
"Calem Mangone",2004-11-04,"RW","Saginaw Spirit",17,6,3,9,0.53,64
"Filip Mešár",2004-01-03,"C","Kitchener Rangers",10,1,8,9,0.9,56
"Hunter Brzustewicz",2004-11-29,"RD","Kitchener Rangers",10,1,8,9,0.9,100
"Hunter Haight",2004-04-04,"C","Saginaw Spirit",17,6,3,9,0.53,69
